"Dominant_Topic","Percentage_Contribution","Topic_Keywords","Project_ID","Project_Title","Project_Status","Focus_Area","Sector","Subector","Region"
8,0.559400022,"0.008*\"unterstützen\" + 0.007*\"umsetzung\" + 0.007*\"regierung\" + 0.006*\"national\" + 0.005*\"bevölkerung\" + 0.005*\"verbesserung\" + 0.005*\"kolumbianisch\" + 0.005*\"reform\" + 0.004*\"unterstützung\" + 0.004*\"leisten\"",45109,"Unterstützung der digitalen Reform im Gesundheitssektor","aktiv","Gesundheit","120 - Gesundheitswesen","12110 - Gesundheitspolitik und Verwaltung des Gesundheitsw","Asien/Ozeanien"
10,0.5250999928,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",45119,"Irak -\"IOM Irak-Wirtschaftlicher Wiederaufbau durch Beschäftigung und Wiederbelebung der lokalen Wirtschaft\"- Phase III","aktiv","Friedensentwicklung und Krisenprävention","160 - Sonstige soziale Infrastruktur und Dienste","16020 - Beschäftigungsmöglichkeiten","Nordafrika/Naher Osten"
10,0.6578999758,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",45124,"""Regionales Programm zur Wasser- und Sanitärversorgung für Geflüchtete, Binnenvertriebene und aufnehmende Gemeinden""","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14031 - Grundlegende Trinkwasserversorgung","Afrika Subsahara"
6,0.6085000038,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",45168,"Ländliches Entwicklungsprogramm III","aktiv","Transport und Kommunikation","430 - Andere multisektorale Maßnahmen","43040 - Ländliche Entwicklung","Asien/Ozeanien"
4,0.9912999868,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",45172,"Naturschutzfonds Okapi II","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
3,0.5627999902,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",45193,"\"SFD - Resilienzprogramm beschäftigungsintensive Maßnahmen Phase IV\"","aktiv","Friedensentwicklung und Krisenprävention","160 - Sonstige soziale Infrastruktur und Dienste","16020 - Beschäftigungsmöglichkeiten","Nordafrika/Naher Osten"
7,0.6614999771,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45198,"Unterstützung der Finanzsystemreformen II","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24010 - Finanzsektorpolitik und -verwaltung","Nordafrika/Naher Osten"
7,0.7184000015,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45214,"Reformpartnerschaft: Unterstützung der ghanaischen Entwicklungsbank","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Afrika Subsahara"
3,0.5827999711,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",45228,"Bildungs-SWAp ESP-FASE XIV","aktiv","Bildung","110 - Bildung","11220 - Grundschulbildung","Afrika Subsahara"
5,0.9907000065,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",54572,"Programm Klimafinanzierung (UFK) - TSKB","aktiv","Sonstige","""230 - Energieerzeugung, -verteilung und -effizienz""","""23210 - Energieerzeugung, erneuerbare Quellen""","Europa/Kaukasus"
6,0.9926000237,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",45229,"Bildungs-SWAp ESP-FASE XV","aktiv","Bildung","110 - Bildung","11220 - Grundschulbildung","Afrika Subsahara"
7,0.9940999746,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45235,"Surat Metro (FöK)","aktiv","Regionale Konzentration","210 - Transport und Lagerhaltung","21030 - Schienenverkehrswesen","Asien/Ozeanien"
4,0.6502000093,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",45242,"Erhalt ivorischer Nationalparks (Stiftungsfenster FPRCI)","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
6,0.798699975,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",45248,"Beitrag zur Vermeidung einer verlorenen Generation - Education Development Fund III (Phase 4)","aktiv","Bildung","160 - Sonstige soziale Infrastruktur und Dienste","16050 - Multisektorale Hilfe für soziale Grunddienste","Afrika Subsahara"
10,0.9912999868,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",45255,"Verbesserung der Mutter-Kind-Versorgung im urbanen Bereich - Paropakar Geburts- und Frauenklinik Kathmandu Phase II","aktiv","Gesundheit","130 - Bevölkerungspolitik/-programme u. repd. Gesundheit","13020 - Förderung reproduktiver Gesundheit","Asien/Ozeanien"
1,0.6930000186,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",45256,"Einstieg integriertes Abfallmanagement (DKTI)","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14050 - Abfallwirtschaft und -entsorgung","Europa/Kaukasus"
5,0.6183999777,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45257,"Wasserver- und Abwasserentsorgung in serbischen Mittelstädten VI - Zuschusskomponente","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14022 - Sanitärversorgung und Abwassermanagement -g","Europa/Kaukasus"
3,0.6877999902,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",45275,"Sonderprogramm Wiederaufbau der Schulinfrastruktur","aktiv","Bildung","110 - Bildung","11120 - Bildungseinrichtungen und Fortbildung","Afrika Subsahara"
4,0.5924000144,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",45280,"COMIFAC: Unterstützung des grenzüberschreitenden Nationalparks BSB Yamoussa III","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
1,0.6191999912,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",45282,"Förderung von Investitionen in Energieeffizienz und erneuerbare Energien über den Bankensektor (\"Ecokredite\") - Komp. 4","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Europa/Kaukasus"
6,0.9890000224,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",45286,"Nachhaltige und Klimaresiliente Städtische Infrastruktur","aktiv","Regionale Konzentration","430 - Andere multisektorale Maßnahmen","43030 - Stadtentwicklung und -verwaltung","Asien/Ozeanien"
7,0.9912999868,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45305,"Nachhaltige Wirtschaftsentwicklung im ländlichen und semiurbanen Raum - KKMU-Finanzierung Phase III","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Asien/Ozeanien"
5,0.5400000215,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45325,"""Reformfinanzierung Erneuerbare Energien und Energieeffizienz, Phase III""","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","23110 - Energiepolitik und -verwaltung","Afrika Subsahara"
1,0.5777000189,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",45330,"Förderung von Wertschöpfungsketten und Beschäftigung im Fischereisektor in Mauretanien","aktiv","Ernährung und Landwirtschaft","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Afrika Subsahara"
7,0.5016999841,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45332,"Reformfinanzierung \"Förderung des Investitionsklimas und Stärkung des öffentlichen Finanzwesens\"","aktiv","Demokratie","150 - Staat und Zivilgesellschaft","15111 - Management der öffentlichen Finanzen","Afrika Subsahara"
9,0.9904999733,"0.005*\"finanzierung\" + 0.005*\"zugang\" + 0.004*\"privat\" + 0.004*\"entwicklung\" + 0.004*\"unternehmen\" + 0.004*\"ausbildung\" + 0.004*\"investition\" + 0.004*\"mef\" + 0.004*\"leisten\" + 0.004*\"land\"",45341,"Wings to Fly - Förderung von Jugendlichen durch Stipendien - Folgevorhaben","aktiv","Bildung","110 - Bildung","11330 - Berufliche Bildung","Afrika Subsahara"
9,0.4961000085,"0.005*\"finanzierung\" + 0.005*\"zugang\" + 0.004*\"privat\" + 0.004*\"entwicklung\" + 0.004*\"unternehmen\" + 0.004*\"ausbildung\" + 0.004*\"investition\" + 0.004*\"mef\" + 0.004*\"leisten\" + 0.004*\"land\"",45348,"Förderung somalischer KKMUs über die Finanzinstitution Gargaara","aktiv","Friedensentwicklung und Krisenprävention","240 - Finanzwesen","24010 - Finanzsektorpolitik und -verwaltung","Afrika Subsahara"
10,0.99150002,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",45356,"Förderung der beruflichen Bildung","aktiv","Wirtschaft und Finanzsektor","110 - Bildung","11330 - Berufliche Bildung","Afrika Subsahara"
8,0.9894999862,"0.008*\"unterstützen\" + 0.007*\"umsetzung\" + 0.007*\"regierung\" + 0.006*\"national\" + 0.005*\"bevölkerung\" + 0.005*\"verbesserung\" + 0.005*\"kolumbianisch\" + 0.005*\"reform\" + 0.004*\"unterstützung\" + 0.004*\"leisten\"",45357,"ZAR: EU-Treuhandfonds Bêkou (V)","aktiv","Demokratie","150 - Staat und Zivilgesellschaft","""15220 - Zivile Friedensentwicklung, Krisenpräv. u. Kon""","Afrika Subsahara"
5,0.9865999818,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45360,"Unterstützung der NDC Umsetzung in Ruanda","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41010 - Umweltpolitik und -verwaltung","Afrika Subsahara"
7,0.8884999752,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45361,"Reform des Öffentlichen Finanzwesens II","aktiv","Demokratie","150 - Staat und Zivilgesellschaft","15111 - Management der öffentlichen Finanzen","Afrika Subsahara"
5,0.9911000133,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45363,"IKT Fazilität","aktiv","Demokratie","220 - Kommunikation","22040 - Informations- und Kommunikatiostechnologien (I","Afrika Subsahara"
2,0.7694000006,"0.008*\"efse\" + 0.006*\"fonds\" + 0.005*\"treuhandfonds\" + 0.005*\"fond\" + 0.005*\"privat\" + 0.004*\"national\" + 0.004*\"region\" + 0.004*\"hoch\" + 0.003*\"entsprechend\" + 0.003*\"struktur\"",45377,"Nachhaltige Landbewirtschaftung in Meghalaya - Zuschusskomponente","aktiv","Ernährung und Landwirtschaft","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31130 - Landwirtschaftliche Landressourcen","Asien/Ozeanien"
7,0.9897999763,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45387,"KMU-Förderung III","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Europa/Kaukasus"
7,0.9843000174,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45397,"Green Recovery Program","aktiv","Umwelt und Klima","""320 - Industrie. Bodenschätze und Bergbau, Bauwesen""","32130 - Entwicklung von Klein- und mittelst. Unternehmen","Lateinamerika"
4,0.9869999886,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",45418,"Abfallwirtschaftsprogramm IV","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14050 - Abfallwirtschaft und -entsorgung","Europa/Kaukasus"
5,0.5508999825,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45423,"Erneuerbare Energien Programm ESM (DKTI)","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23210 - Energieerzeugung, erneuerbare Quellen""","Europa/Kaukasus"
5,0.9908999801,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45434,"Partnerschaftsfazilität für Green Bonds - Förderbeteiligung","aktiv","Energie","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Lateinamerika"
5,0.4711999893,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45461,"Klimakredit Kerala","aktiv","Regionale Konzentration","430 - Andere multisektorale Maßnahmen","43030 - Stadtentwicklung und -verwaltung","Asien/Ozeanien"
3,0.992299974,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",45490,"Building Resilience Through Initiatives Defining Growth Potential of Economic Solutions For Syrians in Turkey (BRIDGES)","abgeschlossen","Bildung","110 - Bildung","11330 - Berufliche Bildung","Europa/Kaukasus"
4,0.6531000137,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",45504,"Biodiversitätserhalt und nachhaltige Waldbewirtschaftung VII","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
4,0.9889000058,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",45506,"Energieeffizienzmaßnahmen und Annäherung an EU-Energieeffizienzstandards in Gebäuden Phase II","aktiv","Umwelt und Klima","""230 - Energieerzeugung, -verteilung und -effizienz""","23183 - Energieeffizienz (nachfrageseitig)","Europa/Kaukasus"
3,0.9911999702,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",45529,"""Verbesserung der Überlebenschancen und der Entwicklung von Kindern, Phase III""","aktiv","Gesundheit","120 - Gesundheitswesen","12220 - Basisgesundheitsdienste","Afrika Subsahara"
9,0.9663000107,"0.005*\"finanzierung\" + 0.005*\"zugang\" + 0.004*\"privat\" + 0.004*\"entwicklung\" + 0.004*\"unternehmen\" + 0.004*\"ausbildung\" + 0.004*\"investition\" + 0.004*\"mef\" + 0.004*\"leisten\" + 0.004*\"land\"",45530,"Investitionsfonds AfricaGrow","aktiv","Wirtschaft und Finanzsektor","""320 - Industrie. Bodenschätze und Bergbau, Bauwesen""","32130 - Entwicklung von Klein- und mittelst. Unternehmen","Afrika Subsahara"
1,0.9914000034,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",45554,"Trinkwasserver- und Abwasserentsorgung in Stadtrandgebieten IV","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","""14020 - Wasser-, Sanitärver. und Abwassermanagement""","Lateinamerika"
10,0.4792000055,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",45568,"Unterstützung für freiwillige syrische Lehrer","aktiv","Sonstige","110 - Bildung","11220 - Grundschulbildung","Europa/Kaukasus"
9,0.5551999807,"0.005*\"finanzierung\" + 0.005*\"zugang\" + 0.004*\"privat\" + 0.004*\"entwicklung\" + 0.004*\"unternehmen\" + 0.004*\"ausbildung\" + 0.004*\"investition\" + 0.004*\"mef\" + 0.004*\"leisten\" + 0.004*\"land\"",45586,"Korbfinanzierung Bildung in Äthiopien","aktiv","Bildung","110 - Bildung","11330 - Berufliche Bildung","Afrika Subsahara"
10,0.9786000252,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",45596,"""Beschäftigungsförderung für IDPs, Rückkehrer und aufnehmende Gemeinden durch arbeitsintensive Infrastrukturmaßnahmen""","aktiv","Sonstige","430 - Andere multisektorale Maßnahmen","43030 - Stadtentwicklung und -verwaltung","Afrika Subsahara"
3,0.6692000031,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",45603,"Stärkung von Mutter-Kind Ernährung und Gesundheit in Dürrezeiten in Somalia","aktiv","Friedensentwicklung und Krisenprävention","160 - Sonstige soziale Infrastruktur und Dienste","16010 - Soziale Sicherung","Afrika Subsahara"
5,0.9901000261,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45616,"Partnerschaftsfazilität für Green Bonds-Kolumbianisches Fenster","aktiv","Energie","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Lateinamerika"
10,0.9948999882,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",45642,"\"Lernzentren für die von der Rohingya Krise betroffene Kinder Phase III\"","aktiv","Sonstige","110 - Bildung","11220 - Grundschulbildung","Asien/Ozeanien"
10,0.5360999703,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",45646,"Förderung der Digitalisierung in der öffentlichen Verwaltung","aktiv","Demokratie","150 - Staat und Zivilgesellschaft","15112 - Dezentral.u.Förd.Subnation.Gebietskörpersch","Afrika Subsahara"
8,0.880400002,"0.008*\"unterstützen\" + 0.007*\"umsetzung\" + 0.007*\"regierung\" + 0.006*\"national\" + 0.005*\"bevölkerung\" + 0.005*\"verbesserung\" + 0.005*\"kolumbianisch\" + 0.005*\"reform\" + 0.004*\"unterstützung\" + 0.004*\"leisten\"",45662,"Unterstützung der Reformen im jordanischen Bildungssektor (Development Policy Loan) (Sektorbudgetfinanzierung)","aktiv","Bildung","110 - Bildung","11120 - Bildungseinrichtungen und Fortbildung","Nordafrika/Naher Osten"
7,0.591899991,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",45664,"Unterstützung der Reformen im jordanischen Bildungssektor - Schulbau","aktiv","Bildung","110 - Bildung","11120 - Bildungseinrichtungen und Fortbildung","Nordafrika/Naher Osten"
5,0.7335000038,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",45715,"Climate Finance Partnership Fund (CFP)","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23210 - Energieerzeugung, erneuerbare Quellen""","Global"
