Dominant_Topic,Percentage_Contribution,Topic_Keywords,Project_ID,Project_Title,Project_Status,Focus_Area,Sector,Subector,Region,Topic_Category,Topic_Label
1,0.9918,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44263,"KMU Fonds für naturschutzrelevante Privatinvestitionen, Phase II",aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Lateinamerika,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
1,0.9908,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44265,"Partnerschaftsfazilität für Green Bonds - Regionales Investitionsfenster, Phase I",aktiv,Energie,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Lateinamerika,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
4,0.993,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",44270,Regional Challenge Fund für den Westbalkan (TVET) - MKD Fenster,aktiv,Wirtschaft und Finanzsektor,110 - Bildung,11330 - Berufliche Bildung,Europa/Kaukasus,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
11,0.8256,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44271,Wohnraum für Binnenvertriebene (IOM/ISP),aktiv,Sonstige,160 - Sonstige soziale Infrastruktur und Dienste,16040 - Niedrigkostenwohnungsbau,Europa/Kaukasus,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
4,0.993,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",44276,Regional Challenge Fund Serbien Fenster,aktiv,Wirtschaft und Finanzsektor,110 - Bildung,11330 - Berufliche Bildung,Europa/Kaukasus,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
3,0.9663,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44279,Investitionsfonds AfricaGrow,aktiv,Wirtschaft und Finanzsektor,"320 - Industrie. Bodenschätze und Bergbau, Bauwesen",32130 - Entwicklung von Klein- und mittelst. Unternehmen,Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
7,0.5581,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",44309,Erneuerbare Energien Programm III,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Asien/Ozeanien,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
1,0.9918,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44310,KMU Fonds für naturschutzrelevante Privatinvestitionen (ECO Business III),aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Lateinamerika,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
11,0.9912,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44315,Sektorreformprogramm PBL Umwelt I,abgeschlossen,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Europa/Kaukasus,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
1,0.9918,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44323,eco.business Fund Förderbeteiligung Aufstockung,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Lateinamerika,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
11,0.9914,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44340,Trinkwasserver- und Abwasserentsorgung in Stadtrandgebieten III,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Lateinamerika,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
11,0.9914,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44341,Trinkwasserver- und Abwasserentsorgung in Stadtrandgebieten,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Lateinamerika,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
10,0.7307,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",44380,Shaanxi Sustainable Towns Development Project,aktiv,Umwelt und Klima,430 - Andere multisektorale Maßnahmen,43030 - Stadtentwicklung und -verwaltung,Asien/Ozeanien,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
10,0.4999,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",44394,Trinkwasserversorgung Settat und Effizienzsteigerung,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14030 - Trinkwasser, Sanitär u Abwasser-Grundl Vers",Nordafrika/Naher Osten,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
7,0.8546,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",44406,"Marktbasierte landwirtschaftliche Rehabilitierung und Beschäftigung im Post-Konflikt Irak, Phase I",aktiv,Friedensentwicklung und Krisenprävention,160 - Sonstige soziale Infrastruktur und Dienste,16020 - Beschäftigungsmöglichkeiten,Nordafrika/Naher Osten,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
3,0.5357,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44412,Climate Resilience & Adaptation Finance and Technology Facility (CRAFT),aktiv,Wirtschaft und Finanzsektor,430 - Andere multisektorale Maßnahmen,43010 - Multisektorale Hilfe,Global,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
10,0.9905,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",44425,"Global Climate Partnership Fund, Förderbeteiligung",aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Global,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
9,0.3582,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",44452,Allianz für eine Grüne Revolution in Afrika (AGRA) - Phase 2,aktiv,Ernährung und Landwirtschaft,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31120 - Landwirtschaftsentwicklung,Afrika Subsahara,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
2,0.9934,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",44458,Sektorreformprogramm Friedensagenda,aktiv,Friedensentwicklung und Krisenprävention,150 - Staat und Zivilgesellschaft,15230 - Friedensstärkung nach Konflikten (VN),Lateinamerika,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
6,0.9929,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",44477,Förderung strukturbildender Maßnahmen für Rohingyas und aufnehmende umliegende Gemeinden,aktiv,Sonstige,430 - Andere multisektorale Maßnahmen,43060 - Katastrophenrisiken,Asien/Ozeanien,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
7,0.9915,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",44482,"Fazilität ""Investitionen für Beschäftigung"" GmbH V",aktiv,Wirtschaft und Finanzsektor,"320 - Industrie. Bodenschätze und Bergbau, Bauwesen",32130 - Entwicklung von Klein- und mittelst. Unternehmen,Afrika Subsahara,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
8,0.9773,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",44508,Energieeffiziente Sanierung von Wohnheimen öffentlicher Universitäten in Albanien (DKTI),aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz",23183 - Energieeffizienz (nachfrageseitig),Europa/Kaukasus,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
1,0.9937,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44510,Unterstützung der Finanzsystemreformen I,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24010 - Finanzsektorpolitik und -verwaltung,Nordafrika/Naher Osten,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
3,0.9706,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44523,Energieeffiziente Rehabilitierung von Studentenwohnheimen in Nordmazedonien,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz",23183 - Energieeffizienz (nachfrageseitig),Europa/Kaukasus,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
1,0.9908,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44538,"Partnerschaftsfazilität für Green Bonds - Regionales Investitionsfenster, Phase II",aktiv,Energie,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Lateinamerika,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
1,0.9902,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44544,Wiedervernässung von Torfmooren in Russland - Verhütung von Bränden und Abmilderung des Klimawandels,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Europa/Kaukasus,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
11,0.9885,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44557,EU Trust Fund für die Syrienkrise (MADAD) Phase VI,abgeschlossen,Friedensentwicklung und Krisenprävention,150 - Staat und Zivilgesellschaft,"15220 - Zivile Friedensentwicklung, Krisenpräv. u. Kon",Nordafrika/Naher Osten,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
11,0.9885,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44559,EU Trust Fund für die Syrienkrise (MADAD) Phase VII (VPT 2),abgeschlossen,Friedensentwicklung und Krisenprävention,150 - Staat und Zivilgesellschaft,"15220 - Zivile Friedensentwicklung, Krisenpräv. u. Kon",Nordafrika/Naher Osten,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
8,0.809,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",44563,Finanzsektorprogramm KKMU-Finanzierung,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Asien/Ozeanien,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
3,0.99,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44584,Integriertes Bildungs- und Resilienzstärkungsvorhaben für Kinder und Gemeinden im Nordosten Nigerias (Phase II),aktiv,Sonstige,110 - Bildung,11220 - Grundschulbildung,Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.9933,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44585,Förderung des Angebots von gegen Naturkatastrophen abgesicherter Darlehen durch die BOAD in Westafrika,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.843,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44606,"Förderung des Angebots von gegen Naturkatastrophen abgesicherter Darlehen durch die BOAD in Westafrika, Phase II",aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
9,0.5313,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",44610,Distriktentwicklungsfonds / DACF III (VP),aktiv,Demokratie,150 - Staat und Zivilgesellschaft,15112 - Dezentral.u.Förd.Subnation.Gebietskörpersch,Afrika Subsahara,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
11,0.9927,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44612,TCX The Currency Exchange Funds,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Global,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
11,0.9935,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44616,TCX Concessional and Collateral Facility (TCXCCF),aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Global,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
9,0.9005,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",44632,Schutz der Biodiversität auf den Galapagosinseln,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Lateinamerika,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
3,0.5843,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44641,Förderung der Beruflichen Bildung und Beschäftigung,aktiv,Bildung,110 - Bildung,11330 - Berufliche Bildung,Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
6,0.6092,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",44645,"Unterstützung von weiblichen Flüchtlingen u.mangelernährten Kindern aus der ZAR, Nigeria u. Kamerun",aktiv,Gesundheit,120 - Gesundheitswesen,12240 - Grundlegende Ernährung,Afrika Subsahara,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
3,0.5581,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44649,Reformfinanzierung,abgeschlossen,Sonstige,240 - Finanzwesen,24010 - Finanzsektorpolitik und -verwaltung,Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
7,0.7121,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",44656,Reproduktive Gesundheit IV (VP),aktiv,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Afrika Subsahara,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
2,0.9911,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",44658,Cash Transfers zur Ernährungssicherung in Burkina Faso,aktiv,Ernährung und Landwirtschaft,430 - Andere multisektorale Maßnahmen,43072 - Haushalt  Ernährungssicherung,Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
11,0.5641,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",44673,PBL Unterstützung von Reformen im Öffentlichen Sektor I,aktiv,Demokratie,150 - Staat und Zivilgesellschaft,15110 - Politik und Verwaltung im öffentlichen Sekt,Nordafrika/Naher Osten,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
5,0.9927,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",44676,MENA-Regionalfonds für KKMU-Finanzierung VIII (SANAD),aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Nordafrika/Naher Osten,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
1,0.614,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44677,Shaanxi Green Intelligent Transport and Logistics Management Demonstration Project,aktiv,Transport und Kommunikation,210 - Transport und Lagerhaltung,21020 - Straßenverkehrswesen,Asien/Ozeanien,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
4,0.9838,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",44683,Förderung energieeffizienter Wohngebäude in Indien - Zuschusskomponente,aktiv,Wirtschaft und Finanzsektor,"230 - Energieerzeugung, -verteilung und -effizienz",23183 - Energieeffizienz (nachfrageseitig),Asien/Ozeanien,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
9,0.9895,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",44688,Women`s World Banking Capital Partners Fund II (WWB II) - FÖB,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24010 - Finanzsektorpolitik und -verwaltung,Afrika Subsahara,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
9,0.9895,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",44689,Women`s World Banking Capital Partners Fund II,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24010 - Finanzsektorpolitik und -verwaltung,Global,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
5,0.8088,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",44700,Agrarökologie und Klimaresilienz in Andhra Pradesh (Investition),aktiv,Ernährung und Landwirtschaft,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31130 - Landwirtschaftliche Landressourcen,Asien/Ozeanien,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
4,0.9934,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",44718,Klimaresilienter Wiederaufbau nach Flutkatastrophe in Kerala II,aktiv,Regionale Konzentration,210 - Transport und Lagerhaltung,21020 - Straßenverkehrswesen,Asien/Ozeanien,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
